Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Group_Name,Group_Nr,Rec_Session_Id,SelectedLanguage,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,TimeMeasure_Mean,TimeMeasure_Std
true,8e31245fa9877bb1debf8a3fd0b2478e,"",2023-04-13T15:59:00.146Z,2023-04-13 16:59:00+01,639803,group_5,5,736340,en,sil_cg,1,6f637911ff7c19c02640c9d0d19084f4,2023-04-13T15:43:45.287Z,2023-04-13 16:43:21+01,"",1,1,14.016759776536318,67.24627254817801
true,3765dd0367f9bd9793ba17bf47b5688c,63e524d635dab5fd66056736,2023-04-13T15:58:26.870Z,2023-04-13 16:58:26+01,639804,group_1,1,736341,en,base,1,1ce9a0594c42541717836be59d0fe842,2023-04-13T15:44:03.422Z,2023-04-13 16:43:53+01,"",2,1,1.2603550295857957,1.1628987925716665
true,4a6f0f1358afb613aa6705ad7840fa35,5fe848f115b59b69cf9b06b6,2023-04-13T16:23:52.643Z,2023-04-13 18:23:52+02,639805,group_6,6,736343,en,nopints_cg,1,01435d8bf07accab105379de1fe34ee3,2023-04-13T15:44:51.374Z,2023-04-13 17:44:14+02,"",3,1,2.085903083700444,42.241065311303196
true,22ec5e3efc7f885110538a85e9857566,5e84c792bde837092ec273de,2023-04-13T16:05:29.620Z,2023-04-13 17:05:29+01,639806,group_2,2,736344,en,sil,1,095a2dd89774da43ffd85ded4b80ff9e,2023-04-13T15:45:31.888Z,2023-04-13 16:45:17+01,"",4,1,0.7610619469026574,0.6486792065241017
true,e968f7e4db7e2d78603631935fa10f33,56a8bccb7f24720006942472,2023-04-13T15:57:52.813Z,2023-04-13 16:57:52+01,639809,group_3,3,736348,en,nopints,1,2c047c524f98f5b60aa14bc3e124ff70,2023-04-13T15:47:07.329Z,2023-04-13 16:46:50+01,"",5,1,1.4262295081967267,1.6541950287761196
true,44eac2250708113dd3f294ae45c8fc08,5cec0ad6c0e3b400019c2916,2023-04-13T16:15:00.696Z,2023-04-13 17:15:00+01,639810,group_5,5,736349,en,sil_cg,1,08cd0a0c47fd49172ee75ade75019c3a,2023-04-13T15:48:46.086Z,2023-04-13 16:48:36+01,"",6,2,4.817307692307693,3.2994689444790737
true,cb3b1eadfcbdb1aa8a0d601ed8a928e0,5afd96d587fe510001b3c27e,2023-04-13T16:08:13.426Z,2023-04-13 12:08:13-04,639811,group_2,2,736350,en,sil,1,f443351cacf53ccb9b74d9b63e99428f,2023-04-13T15:48:53.877Z,2023-04-13 11:47:43-04,"",7,2,0.9195979899497502,0.6898895397680596
true,511b5d7e203a610ac4391d77f9d7033f,"",2023-04-13T16:01:55.289Z,2023-04-13 17:01:55+01,639812,group_3,3,736351,en,nopints,1,1c991011a3aa3195f05b21cee95a611d,2023-04-13T15:50:10.218Z,2023-04-13 16:49:33+01,"",8,2,47.42748091603053,194.32973593276986
true,90ecd2245d2a892c6c58c94b79f8ad26,56462fb1d01e6b0006727cbe,2023-04-13T16:06:22.959Z,2023-04-13 17:06:22+01,639813,group_1,1,736353,en,base,1,f4ddd521e478875222af43468661a2cd,2023-04-13T15:50:59.005Z,2023-04-13 16:50:47+01,"",9,2,0.7000000000000028,0.7810249675906652
true,4d7d501dacd712942f0a93ed73dfb50a,5d28c6e339e2c7001a40eedd,2023-04-13T16:02:28.838Z,2023-04-13 17:02:28+01,639815,group_6,6,736355,en,nopints_cg,1,6091b9760e7accbfa5caafb37f0b3ef5,2023-04-13T15:51:46.831Z,2023-04-13 16:51:11+01,"",10,2,8.463999999999999,5.897177630019299
true,39ae6bbed33b0b180c9120fc054ef1e5,611020d5c23bd55ba7e60dc8,2023-04-13T16:10:56.896Z,2023-04-13 17:10:56+01,639816,group_4,4,736356,en,base_cg,1,e025025d988e40432ad27b4f5c0d9131,2023-04-13T15:55:13.257Z,2023-04-13 16:54:50+01,"",11,1,3.313513513513513,1.94771691185765
true,adb17e1f5d0e0c782103199769345665,60bbca0b760a60569cbfaa75,2023-04-13T16:13:17.542Z,2023-04-13 18:13:17+02,639817,group_1,1,736357,en,base,1,58af250f0d52fe9b3583785f8d5267f3,2023-04-13T15:56:40.998Z,2023-04-13 17:49:53+02,"",12,3,5.994736842105269,65.52110928374833
true,fbe26bd86733ddd3a313ba4d237e6391,641411a528128f75a52837fd,2023-04-13T18:13:15.605Z,2023-04-13 19:13:15+01,639856,group_3,3,736421,en,nopints,1,d3b3ca34a93f934d23e67df4494a5503,2023-04-13T18:02:26.036Z,2023-04-13 19:02:17+01,"",13,3,0.8976377952755854,0.6968392721208689
true,39cf71d0e5b8437215b500d47e686bcf,5ceecd8f12495000011572be,2023-04-13T18:17:55.771Z,2023-04-13 19:17:55+01,639857,group_5,5,736422,en,sil_cg,1,7513912e1e1ce7f3bc10f8e614b56ae0,2023-04-13T18:02:31.489Z,2023-04-13 19:02:16+01,"",14,3,3.715083798882688,3.206548183009418
true,cffdf4bd65f18d5bbe6c758d565eb5ec,5eeb58ec4c86582a76ff55ec,2023-04-13T18:19:53.385Z,2023-04-13 19:19:53+01,639858,group_4,4,736423,en,base_cg,1,f56c1c3cdad4189f96be73baccbfec69,2023-04-13T18:02:32.504Z,2023-04-13 19:02:13+01,"",15,2,0.8864864864864899,1.2227930284221968
true,b883ec1342fda2ebe591d9fb69ccbedf,5b2a2d855b5c0900018b0bf5,2023-04-13T18:18:18.195Z,2023-04-13 19:18:18+01,639859,group_2,2,736424,en,sil,1,c3292de3f1b341fb7d8bc8e7749aef55,2023-04-13T18:02:32.061Z,2023-04-13 19:02:22+01,"",16,3,48.24444444444444,195.36454876353687
true,5fe0239566e37bf39d00d7df358b4845,578950e925cb7100012895cf,2023-04-13T18:12:03.998Z,2023-04-13 19:12:04+01,639860,group_6,6,736425,en,nopints_cg,1,6d8431937443cfc46629161db6eeefa4,2023-04-13T18:02:31.438Z,2023-04-13 19:02:22+01,"",17,3,1.9026548672566435,1.4632041562978424
true,fd90a8bc01e1069a218220eb4e2c6de2,62fb798b1ddb292112f82ad8,2023-04-13T18:12:23.486Z,2023-04-13 19:12:23+01,639861,group_6,6,736426,en,nopints_cg,1,e6a2d4991f0e38b757eae485b548adab,2023-04-13T18:02:37.698Z,2023-04-13 19:02:25+01,"",18,4,0.7876106194690209,0.671167618614462
true,69f604fa1c237ba8b55a89e4d035c10d,63e520ead94a5e464e44efcc,2023-04-13T18:18:23.919Z,2023-04-13 19:18:23+01,639862,group_2,2,736427,en,sil,1,153ade4ba10719374ebe6048181175ba,2023-04-13T18:02:38.237Z,2023-04-13 19:02:31+01,"",19,4,3.6363636363636402,3.3329281879859427
true,e17f012400ea03560c7682dfe6baa5c0,5bf60707345b9b00016f0e97,2023-04-13T18:12:52.177Z,2023-04-13 11:12:52-07,639863,group_3,3,736428,en,nopints,1,e549710f9b0d40550ed6a0acb2cc79ac,2023-04-13T18:02:40.878Z,2023-04-13 11:02:24-07,"",20,4,1.2894736842105203,0.7916636292890168
true,9c1159597ab60d3a1dac548b84a40fed,5c637726938ac700011f45cf,2023-04-13T18:17:26.038Z,2023-04-13 19:17:26+01,639864,group_1,1,736429,en,base,1,81d583940f1b418b0305e40c5a9e3d17,2023-04-13T18:02:45.790Z,2023-04-13 19:02:22+01,"",21,4,1.0595238095238102,0.6427469041282416
true,5ae96d4b5e7aa7d0f153d9e2d912dcad,558996f2fdf99b7ae47f5ed2,2023-04-13T18:27:23.614Z,2023-04-13 19:27:23+01,639865,group_4,4,736430,en,base_cg,1,0e4c59d5360b79b8cb232edf6c905fd7,2023-04-13T18:02:50.922Z,2023-04-13 19:02:09+01,"",22,3,1.0685714285714312,0.6640875280397598
true,dce3bd6778a96ed9e0ca6566c834c2fd,60c29201092d523e3b08a603,2023-04-13T18:18:44.329Z,2023-04-13 19:18:44+01,639866,group_5,5,736431,en,sil_cg,1,c544fde88b17dc591ea426c8a5189aa7,2023-04-13T18:02:51.733Z,2023-04-13 19:02:41+01,"",23,4,0.6629834254143674,0.5065427665172201
true,2076d2530da1d90f3990de7d2521fe02,6365862b94f7a68a41f98574,2023-04-13T18:16:26.658Z,2023-04-13 19:16:26+01,639867,group_1,1,736432,en,base,1,41b0911f2132069b411a62c2e790567a,2023-04-13T18:02:50.378Z,2023-04-13 19:02:37+01,"",24,5,8.46875,1.0057452150022888
true,26dcdb9ffb5672aae99d38c19badc722,"",2023-04-13T18:21:04.719Z,2023-04-13 19:21:04+01,639868,group_4,4,736433,en,base_cg,1,6352d80dd2a664157cf43e65ad601c9c,2023-04-13T18:02:50.589Z,2023-04-13 19:02:37+01,"",25,4,63.02777777777777,218.48537786201166
true,89d16f1d535298d96a9a6ed79a05b00e,62dae78d1b3a661e64d8844b,2023-04-13T18:13:22.711Z,2023-04-13 19:13:22+01,639871,group_6,6,736436,en,nopints_cg,1,d94af5cb90d938fe97a2b6beb8f968d9,2023-04-13T18:02:55.152Z,2023-04-13 19:02:40+01,"",27,5,9.31404958677686,1.8228714876126293
true,f1dd3ccab8ebd86934fdbc06519ca004,60aa79fa99f7d53701b02256,2023-04-13T18:25:05.078Z,2023-04-13 19:25:05+01,639872,group_2,2,736437,en,sil,1,191349b569f9355535096533dbd93389,2023-04-13T18:05:29.899Z,2023-04-13 19:05:11+01,"",28,5,4.9567099567099575,4.458353266727505
true,fa4f75c5d45a29b70bded8325758ef9b,5e7504564414f906de6ce6df,2023-04-13T18:18:04.071Z,2023-04-13 19:18:04+01,639873,group_5,5,736438,en,sil_cg,1,dd7941cb323732fc77a4512cdd380c52,2023-04-13T18:02:55.607Z,2023-04-13 19:02:39+01,"",29,5,3.494318181818187,2.088924144285403
true,7be7215178347f53cac0bb56833eac35,60a0067f943f8d336ec80fa1,2023-04-13T18:12:36.394Z,2023-04-13 19:12:36+01,639874,group_3,3,736439,en,nopints,1,b5ca704d2cde965aff9587a5cfb686e2,2023-04-13T18:02:59.052Z,2023-04-13 19:02:51+01,"",30,6,0.9636363636363683,1.8533864471054124
true,45455b5ce527b7162d1cb5b0b3061e62,5d4b51b3a1176c00183f0dcb,2023-04-13T18:16:56.428Z,2023-04-13 19:16:56+01,639875,group_5,5,736440,en,sil_cg,1,9861a1a29dc0051f16c31bb9bd7b2ae1,2023-04-13T18:03:00.651Z,2023-04-13 19:02:46+01,"",31,6,0.808641975308646,0.6038349727263713
